KEY,FR,ENG,COR
AXE_043,Et il hérita de toute sa fortune lorsqu'elle décéda étrangement quelques mois plus tard.,And he inherited all of her fortune when she strangely passed away a few months later.,Corentin !
AXE_044,"*soupir* Ce chien galeux a manipulé mon ex-femme, il l'a dans sa poche.","*sigh* That gally dog manipulated my ex-wife, he has her in his pocket.",Corentin !
AXE_045,"C'est un vrai problème, il maltraite les gens, vole leurs femmes, je l'ai même vu mettre une pilule dans le verre de quelqu'un une fois.","He is real trouble, he abuses people, steel their wives, I even saw him put a pill in someone's drink once.",Corentin !
AXE_046,"Eh bien, dites cela à Mademoiselle Kina, votre prédécesseure...","Well, tell that to Miss Kina, your predecessor...",Corentin !
AXE_047,"Ouais, peu importe, je vais rentrer à la maison. *hic*","Yeah, whatever, Imma head home. *hips*",Corentin !
AXE_048,"Rooh, comme d'habitude, juste du flirt, et tout, c'était une belle fille, tu sais.","Rooooh, the usual,just flirting, and all, she was a beautyful girl you know.",Corentin !
AXE_049,"Elle avait un mari je crois, ou un petit ami... enfin je ne m'en souviens plus.","She had a husband I think, or a boyfriend... well I don't remember anymore.",Corentin !
AXE_050,"Mais elle ne semblait pas trop se soucier de cette relation étant donné la façon dont elle faisait d'elle-même un spectacle, cette coquine.","But she didn't seem to care too much about this relationship given how she made a spectacle of herself, this tease.",Corentin !
AXE_051,"Un peu réceptif parfois, mais tellement jolie haha.","A bit unreceptive at times, but sooooo pretty haha.",Corentin !
AXE_052,"Vraiment ? C'est l'enfer, je me suis jamais fait un seul copain, je te le dis.","Really ? It's hell, just never get one buddy I tell you.",Corentin !
AXE_053,"Toutes les femmes sont les mêmes, tu fais tout pour elle et à la première occasion,","All women are the same, you do everything for her and at the first opportunity,",Corentin !
AXE_054,Elles vous poignardent dans le dos et vous laissent pour mort dans la boue.,They stab you in the back and leave you for dead in the mud.,Corentin !
AXE_055,Quoi ? Kina était ta femme ??? Pas question !,What ? Kina was your wife ??? No way !,Corentin !
AXE_056,C'est terrible ce qui lui est arrivé...,It's terrible what happened to her...,Corentin !
AXE_057,"Je l'aimais beaucoup, elle va nous manquer au bar.","I really liked her, she will be missed around the bar.",Corentin !
AXE_058,Vous n'avez pas lu les journeaux ?,You didn't read the news ?,Corentin !
