KEY,FR,ENG,COR
AXE_043,Et il hérita de toute sa fortune lorsqu'elle décéda étrangement quelques mois plus tard.,And he inherited all of her fortune when she strangely passed away a few months later.,Corentin !
AXE_044,"*soupir* Ce chien galeux a manipulé mon ex-femme, il l'a dans sa poche.","*sigh* That gally dog manipulated my ex-wife, he has her in his pocket.",Corentin !
AXE_045,"C'est un vrai problème, il maltraite les gens, vole leurs femmes, je l'ai même vu mettre une pilule dans le verre de quelqu'un une fois.","He is a real trouble, he abuses people, steel their wives, I even saw him put a pill in someone's drink once.",Corentin !
AXE_046,"Eh bien, dites cela à Mademoiselle Kina, votre prédécesseure...","Well, tell that to Miss Kina, your predecessor...",Corentin !
AXE_047,"Ouais, peu importe, je vais rentrer à la maison. *hic*","Yeah, whatever, Imma head home. *hips*",Corentin !
AXE_048,"Rooh, comme d'habitude, juste du flirt, et tout, c'était une belle fille, tu sais.","Rooooh, the usual,just flirting, and all, she was a beautyful girl you know.",Corentin !
AXE_049,"Elle avait un mari je crois, ou un petit ami... enfin je ne m'en souviens plus.","She had a husband I think, or a boyfriend... well I don't remember anymore.",Corentin !
AXE_050,"Mais elle ne semblait pas trop se soucier de cette relation étant donné la façon dont elle faisait d'elle-même un spectacle, cette coquine.","But she didn't seem to care too much about this relationship given how she made a spectacle of herself, this tease.",Corentin !
AXE_051,"Pas toujours très réceptive, mais tellement jolie haha.","A bit unreceptive at times, but sooooo pretty haha.",Corentin !
AXE_052,"Vraiment ? C'est l'enfer, n'en ai jamais mec, je te le dis.","Really ? It's hell, just never get one buddy I tell you.",Corentin !
AXE_053,"Toutes les femmes sont les mêmes, tu fais tout pour elle et à la première occasion,","All women are the same, you do everything for her and at the first opportunity,",Corentin !
AXE_054,Elles vous poignardent dans le dos et vous laissent pour mort dans la boue.,They stab you in the back and leave you for dead in the mud.,Corentin !
AXE_055,"Comme mon ex-femme par exemple, elle porte une arme sur elle tout le temps.","Like, my ex-wife for exemple, she carries a gun with her all the time",Corentin !
AXE_056,"C'est étrange, si vous voulez mon avis, c'est une actrice, pas une putain de mafieuse.","It's strange if you want my opinion, she's an actress, not a fucking mobster.",Corentin !
AXE_057,"Quoi ? Kina, l'ex barmaid était ta femme ??? Nan sérieux !","What ? Kina, the barmaid was your wife ??? No way !",Corentin !
AXE_058,C'est terrible ce qui lui est arrivé...,It's terrible what happened to her...,Corentin !
AXE_059,"Je l'aimais beaucoup, elle va nous manquer au bar.","I really liked her, she will be missed around the bar.",Corentin !
AXE_060,Vous n'avez pas lu les journeaux ?,You didn't read the news ?,Corentin !
AXE_061,"Une fois, il était tellement en colère contre Phil, un autre homme qui venait au bar, qu'il l'a presque poignardé avec sa fourche et l'a tué.","One time he was so upset about Phil, another man who comes to the bar, he almost stabbed him with his fork and killed him.",Corentin !
AXE_062,"Je veux dire, la dame était vieille et tout, mais c'est quand même étrange, non ?","I mean, the lady was old and all, but it still is strange no ?",Corentin !
AXE_063,"Ouais... oublie ça, le pauvre bâtard est un peu attardé, mais ce n'est pas un méchant.","Yeah... forget about it, the poor bastard is a bit retarded, but he's not a bad guy.",Corentin !
AXE_064,"Hum... rien, sautons simplement cette conversation","Hum... nothing, let's just skip this conversation",Corentin !
AXE_065,"Elle est gentille, mais elle est naïve, il a profité de notre séparation douloureuse.","She's kind, but she's naïve, he took advantage of our painful separation.",Corentin !
AXE_066,"Je ne sais pas ce que c'était, *hanches*, mais ce n'était pas de la menthe si tu vois ce que je veux dire.","Don't know what it was, *hips* but t'was not some mint if you catch my drift.",Corentin !
AXE_067,"Elle a été retrouvée au fond du bar, un tas de mégots de cigarettes à ses pieds et une balle dans la tête.","She was found in the back of the bar, a bunch of cigarette butts at her feet and a bullet in her head.",Corentin !
AXE_068,"La police dit qu'elle s'est suicidée, mais je ne pense pas, elle était jolie.","The police says she killed herself, but I don't think so, she was pretty.",Corentin !
AXE_069,"J'ai entendu dans la rue que le vieux clochard, Muddy, avait vu ce qui s'était passé.","I heard in the streets that the old bum, Muddy saw what happened.",Corentin !
AXE_070,"Peut-être que ce parasite l'a tuée sans raison, c'est un vieux fou, toujours en train de traîner avec elle au bar et de parler de tout et de rien.","Maybe that parasite killed her for no reasons, he's an old fool, always hanging around her at the bar talking about whatever",Corentin !
AXE_071,"Oh mon Dieu... pourquoi dois-tu me punir comme ça, je jure que je ne boirai plus jamais d'alcool si tu la frappes avec la foudre maintenant.","Oh god... why must you punish me like that, I swear I'll never drink alcohol anymore if you strike her with a lightning right now.",Corentin !
AXE_072,...,...,Corentin !
AXE_073,"Putain de merde, donne-moi un autre verre...","Fucking hell, give me another drink...",Corentin !
AXE_074,Amen,Amen,Corentin !
AXE_075,"Oh, super... d'abord je suis sobre et puis elle arrive, tu parles d'une soirée de merde...","Oh, great... first I'm sober and then she comes, you talk about a shitty evening...",Corentin !
AXE_076,"Que fais-tu ici, vieille sorcière ?",What are you doing here you old hag ?,Corentin !
AXE_077,C'est ma sorcière d'ex-femme.,That's my witch of an ex wife for you,Corentin !
AXE_078,"Oui, un peu.","Yes, a little.",Corentin !
AXE_079,C'est terrible ce qui lui est arrivé...,It's terrible what happened to her...,Corentin !
AXE_080,"Je l'aimais beaucoup, elle va nous manquer au bar.","I really liked her, she will be missed around the bar.",Corentin !
AXE_081,"Oh putain... mon ex-femme... hé barman, n'écoute pas un mot de ce qu'elle dit, elle est plus folle qu'une marmite sur une cuisinière.","Oh fuck me... my ex wife... hey barman, don't listen to a word she says, she's crazier than a hotpot on a stove.",Corentin !
AXE_082,"Merde, mon ex-femme... Je vais m'évanouir un moment, réveille-moi quand elle mourra, s'il te plaît.","Shit, my ex wife... I'm gonna passout for a bit, wake me up when she dies please.",Corentin !
AXE_083,"Phil est l'homme le plus effrayant que vous verrez jamais, c'est un aspirant Don Juan mais en réalité c'est un psychopathe.","Phil's the creepiest man you will ever see, he is a wannabe don juan but really he's a psychopath.",Corentin !
AXE_084,"Quoi qu'il en soit, l'histoire raconte que Lenny aimait une fille au travail à l'époque","Whatever, the story is that Lenny was fond of a girl at work at the time",Corentin !
AXE_085,"Il en a parlé à Phil, et ce salaud a commencé à flirter avec elle et à trahir Lenny.","He talked about it to Phil, and that scumbag proceeded to flirt with her and double cross Lenny.",Corentin !
AXE_086,"Quelques jours plus tard, Lenny n'eut plus aucune nouvelle de la fille. On est même aller voir à son appart, mais rien, porte fermée.","A few days later, She simply vanished from town. No word, no letter, even her landlord didn't know where she was.",Corentin !
AXE_087,"Nous n'avons jamais su ce qui lui était arrivé, et nous n'avons jamais eu de nouvelles, Lenny ne l'a plus jamais revue.","We never knew what happened to her, we never had no news and Lenny never saw her again.",Corentin !
AXE_088,"Un jour, au bar, Lenny était vraiment saoul et a commencé à raconter à voix haute que Phil avait tué la fille.","One day, at the bar Lenny got really drunk and began to tell out loud that Phil killed the girl.",Corentin !
AXE_089,Je suis sage comme un...,I'm wise as a...,Corentin !
AXE_090,"Quoi que ce soit qui est sage, je ne sais pas","Whatever that's wise, I don't know",Corentin !
AXE_091,"Mince, ne parlons pas de l'amant de ma femme quand elle est là.","Dang, let's not talk about my wife's lover when she's here.",Corentin !
AXE_092,"Ouais, peu importe, donc ce type, Lenny... non, Phil, oui.","Yeah, whatever, so that guy, Lenny... no, Phil, yes.",Corentin !
AXE_093,Il aimait une femme... *rot* une femme.,He was liking a wom... *burp* a woman.,Corentin !
AXE_094,"Non, attends, c'est Lenny qui aime... qui aimait, je veux dire...","No, wait, it's lenny who likes... who was liking I mean...",Corentin !
AXE_095,La femme dont je parle.,The woman I talk about.,Corentin !
AXE_096,Putain... qu'est-ce que je disais ?,Fuck... what was I saying ?,Corentin !
AXE_097,Être largué par toi est probablement la meilleure chose que j'ai faite.,Being dumped by you is probably the best thing I've done.,Corentin !
AXE_098,"Ça me manque quand nous étions jeunes et innocents, nous faisions l'amour au moins deux fois...","I miss when we were young and innocent, we used to make love at least twi...",Corentin !
AXE_099,Je ne dors pas encore complètement...,I'm not completly sleeping yet...,Corentin !
AXE_100,*Burp*,*Burp*,Corentin !
AXE_101,"Euh... eh bien... ce n'est pas vrai, nous marchions par hasard dans la même direction...","Ahem... well... that's not true, we happened to walk on the same direction...",Corentin !
AXE_102,Quoi ? Elle t'a dit ça ? *hanches* elle a dit qu'elle ne le dirait à personne.,What ? she told you that ? *hips* she said she wasn't gonna tell nobody.,Corentin !
AXE_103,"Conneries, je n'étais pas complètement saoul et tu ne sais pas comment elle m'a regardé au bar ce soir-là.","Bullshit, I wasn't drunk *hips* and you don't know how she looked at me at the bar that night.",Corentin !
AXE_104,...,...,Corentin !
AXE_105,Oui ! Enfin libre !,Yes ! Finally free !,Corentin !
AXE_106,"Elle est incroyable, n'est-ce pas ?",She's amazing isn't she ?,Corentin !
AXE_107,"Eh bien, vous devez rencontrer le sergent crackhead, c'est un vrai flic, de la vieille école.","Well, you got to meet sergent crackhead, he's a real cop, old school.",Corentin !
AXE_108,"Il boit souvent ici avec nous, c'est un brave type","He drinks here with us often, he's a good guy",Corentin !
AXE_109,"Mais vous le verrez bientôt ici, il vient souvent au bar ces derniers temps depuis le meurtre.","But you will see him here soon, he comes often at the bar lately since the murder.",Corentin !
AXE_110,"Parfois, il sort son arme et l'agite juste pour s'amuser, mais il n'a jamais tiré sur autre chose que le toit ou le sol.","Sometimes he get his gun out and wave it just for fun, but he never shot anything else than the roof or the floor.",Corentin !
AXE_111,"Bon, tout ce drame m'a un peu déprimé, je vais rentrer chez moi et boire un peu seul.","Well, all this drama got me a bit depressed, I am going to head home and drink a little alone.",Corentin !
AXE_112,"Ou peut-être beaucoup, je ne sais pas","Or maybe a lot, I don't know",Corentin !
AXE_113,À bientôt.,See ya around.,Corentin !
AXE_114,"Je ne sais pas quoi dire, nous étions vraiment jeunes quand nous nous sommes rencontrés","I don't know what to say, we were really young when we got together",Corentin !
AXE_115,Bien trop jeune.,Way too young.,Corentin !
AXE_116,"C'était un amour fou, tu sais ce que c'est.","It was some crazy love, you know what it is.",Corentin !
AXE_117,"Putain, maintenant je suis sobre et déprimé","Fuck, now I'm sober and depressed",Corentin !
AXE_118,Je vais rentrer à la maison et essayer de dormir un peu...,I'm going to head home and try to get some sleep...,Corentin !
AXE_119,"Je l'aime mec, je l'aime tellement...","I love her man, I freaking love her...",Corentin !
AXE_120,"Pourtant, après tout ce qu'elle a fait, je ne peux pas l'oublier.","Still, after all she did, I can't forget her",Corentin !
AXE_121,"Putain, maintenant je suis déprimé","Fuck, now I'm depressed",Corentin !
AXE_122,"Je vais y aller maintenant, peut-être boire une bouteille sur les quais ou quelque chose comme ça, je ne sais pas...","I'm going to go now, maybe drink a bottle on the docks or something, I don't know...",Corentin !
AXE_123,"À plus tard, peut-être...","See you later, maybe...",Corentin !
AXE_124,*rot* Je crois que je vais vomir...,*burp* I think I'm gonna throw up...,Corentin !
AXE_125,"Putain, je suis trop sobre pour te soutenir plus longtemps, je vais boire une bouteille sur les quais.","Fucking hell, I'm too sober to support you any longer, I'm going to drink a bottle on the docks.",Corentin !
AXE_126,"Attends, Linda, je dois te parler !","Wait, Linda, I got to talk to you !",Corentin !
AXE_127,"Attends, Linda, je dois te parler !","Wait, Linda, I got to talk to you !",Corentin !
AXE_128,"Attends, maintenant qu'on en parle, j'étais au bar ce soir-là, et Phil lui a parlé pendant 2 heures.","Wait, now that we talk about it, I was at the bar that night, and Phil talked to her for 2 hours.",Corentin !
AXE_129,"Elle ne voulait clairement pas parler, mais il a simplement continué.","She clearly didn't want to talk, but he just continued",Corentin !
AXE_130,"Bon sang ! Je savais que ce type était fou ! Si je ne m'étais pas évanouie cette nuit-là, j'aurais pu le tuer.","Dammit ! I knew this guy was crazy ! If I didn't pass out that night, I could have kill him.",Corentin !
AXE_131,"Attends, Linda, je dois te parler !","Wait, Linda, I got to talk to you !",Corentin !
AXE_132,Elle a peut-être été tuée pour son argent par un voyou de passage.,She may have been killed for her money by some thug passing by.,Corentin !
AXE_133,"Bien sûr, nous les hommes sommes des diables, tout est de notre faute.","Of course, we men are devils, everything is our fault.",Corentin !
AXE_134,"De toute évidence, tu ne sais pas ce que c'est que de souffrir pour un homme.","Clearly, you don't know how it is for a man to suffer",Corentin !
AXE_135,"Ouais, c'est vrai, le sergent crackhead s'est personnellement occupé de la chose, vous pouvez être sûr qu'il sait ce qu'il fait.","Yeah, right, the sergent crackhead personnaly took care of the thing, you can be sure he knows what he's doing.",Corentin !
AXE_136,"Eh bien, je ne l'ai tout simplement pas fait, mon pote, c'est quoi ce bordel ! C'est ta femme, bon sang, tu n'aurais pas dû la laisser taquiner des hommes au hasard comme ça !","Well, I simply didn't buddy, what the hell ! It's your wife for christ sake, You shouldn't have let her tease random men like that !",Corentin !
AXE_137,"C'est une putain de menteuse, elle essaie de ruiner ma réputation, elle est jalouse de la relation que j'ai eue avec Kina","She's a fucking liar, trying to ruin my reputation, she's jealous of the relation I had with Kina",Corentin !
AXE_138,"J'étais juste ivre, peu importe, ce n'était pas si grave.","I was just drunk, whatever, it was not so much of a big deal.",Corentin !
AXE_139,"J'étais juste saoul, peu importe, ce n'était pas si grave. Je me suis arrêté juste au moment où elle a crié, aucun mal n'a été fait.","I was just drunk, whatever, it was not so much of a big deal. I stopped right when she screamed, no harm done.",Corentin !
AXE_140,"Putain, ça suffit, je m'en vais, allez vous faire foutre tous les deux","Fuck it, that's enough, I'm out of here, fuck you both",Corentin !
AXE_141,"Écoute mon pote, si tu l'as fait, je ne veux pas le savoir.","Listen buddy, if you did it, I don't wanna know it.",Corentin !
AXE_142,"Je sais ce que c'est, le mélange d'amour et de haine, je ne te blâmerai pas pour être honnête.","I know what it is, the mixture of love and hate, I won't blame you to be honest.",Corentin !
AXE_143,Et je mentirais si je disais que je n'y ai pas pensé plusieurs fois...,And I'll be lying if I say I didn't thought about it several times...,Corentin !
AXE_144,"Écoute, j'aimerais beaucoup te parler davantage, mais j'ai autre chose à faire, adieu mon ami.","Look, I would love to speek with you more, but I have something else to do, farewell fellow man.",Corentin !
AXE_145,Je connais Lenny depuis mon enfance et je ne l'ai jamais entendu mentir.,"I've known Lenny since my childhood, and I never heard him Lie.",Corentin !
AXE_146,"Attends, Linda, je dois te parler !","Wait, Linda, I got to talk to you !",Corentin !
AXE_147,"J'étais là, mais j'étais tellement ivre que je ne me souviens plus maintenant que je suis sobre.","I was there, but I was so drunk I can't remember now that I'm sober.",Corentin !
AXE_148,"Bon, je suis trop sobre pour mon bien-être, je vais boire une bouteille sur les quais.","Well, I'm too sober for my well being, I'm going to drink a bottle on the docks.",Corentin !
AXE_149,À plus tard.,See ya.,Corentin !
AXE_150,"Je ne m'en souviens pas très bien, le sentiment est nébuleux...","I don't quite remember, the feeling is nebulous...",Corentin !
AXE_151,"J'étais là avec le sergent crackhead, mais je suis passé à côté en milieu de soirée.","I was there with sergeant crackhead, but I passed in the middle of the evenning.",Corentin !
AXE_152,"Ok, je vais y aller, je dois dormir pour me lever tôt pour aller travailler.","Okay, I'm gonna go, I got to sleep to get up early to work.",Corentin !
AXE_153,"Il y avait le sergent crackhead, Phil et moi à la table.","There was sergeant crackhead, Phil and me at the table.",Corentin !
AXE_154,"Lenny était avec nous, mais il est parti tôt, il a dû laver sa fourchette.","Lenny was with us, but he left early, he had to wash his fork.",Corentin !
AXE_155,"Mon Dieu, je suis tellement ivre que je vais vomir, m'évanouir et dormir sur les quais.","God, I'm so drunk, I'm going to vomit, passout and sleep on the docks.",Corentin !
AXE_156,"Un grand homme, le gendarme des banlieues, il est un exemple pour nous tous.","A great man, the policeman of the suburbs, he is an exemple for all of us.",Corentin !
AXE_157,Le fait qu'elle avait l'arme à la main quand elle est morte,The fact that she had the gun in her hand when she died,Corentin !
AXE_158,Pas besoin d'être Sherlock Holmes pour déduire celui-ci,No need to be sherlock holmes to deduce this one,Corentin !
AXE_159,...,...,Corentin !
AXE_160,Un escroc ne peut pas être aussi intelligent,A crook cannot be this intelligent,Corentin !
AXE_161,"Ouais, tu as probablement raison, mais va te faire foutre quand même","Yeah you probably right, but fuck you nonetheless",Corentin !
AXE_162,"Ok, je vais y aller, je dois dormir pour me lever tôt pour aller au travail.","Okay, I'm gonna go, I got to sleep to get up early for work.",Corentin !
AXE_163,"Quand j’étais enfant, je voulais être policier.","When I was a child, I wanted to be a cop.",Corentin !
AXE_164,"Attends, Linda, je dois te parler !","Wait, Linda, I got to talk to you !",Corentin !
AXE_165,"Je sais pas si je suis assez sobre pour parler de ça, désolé.","Maybe I shouldn't ,I am too sober to open like this to you.",Corentin !
CRA_001,Tiens bon mon ami Phil !,Hold on my fellow Phil !,Corentin !
CRA_002,Que se passe-t-il ici ? Vous voulez créer des problèmes ?,What's going on here ? you lads want do create problems ?,Corentin !
CRA_003,"Qui es-tu, mon gars ? Prononcer de telles insultes à l'encontre de membres respectables de la communauté ne convient pas vraiment à un gentleman.",Who are you fella ? Uttering insults like that at respectable members of the community does not really fit a gentleman.,Corentin !
CRA_004,"Je suis le représentant de la loi ici, donc je décide de ce qui est pertinent ou non.","I am the representant of the law here, so I decide what's relevent or not.",Corentin !
CRA_005,"Ton pote suspect, ce qui me fait penser...","Your suspect buddy, which makes me think...",Corentin !
CRA_006,"Eh bien, c'est sûrement une façon de te présenter jeune homme !","Well, that's surely a way to introduce yourself young man !",Corentin !
CRA_007,"Cette sensation me manquait, tu sais que le bar a fermé pendant 2 jours après le meurtre ?","I was missing this sensation, you know the bar closed for 2 days after the murder ?",Corentin !
CRA_008,Je peux vous dire que le quart de nuit d'hier était *rot* ennuyeux.,I can tell you yesterday's night shift was *burp* boring.,Corentin !
CRA_009,"Hum, ton alcool doit être bon si tu veux me détourner de mon devoir.","Hum, your alcohol must be good if you want to turn me away from my duty.",Corentin !
CRA_010,Ah Lenny ! Je suis contente que tu sois là.,Ah Lenny ! I'm glad you're here.,Corentin !
CRA_011,Bonsoir les gars ! Personne ne commet ici des actes répréhensibles par hasard ?,Good evening lads ! Ain't no one commiting reprehensible acts here by chance ?,Corentin !
CRA_012,"Bon, écoutez bien. Un meurtre a eu lieu ici il y a deux jours.","Alright, listen up. A murder went down here two days ago.",Corentin !
CRA_013,Je pense que tout le monde le sait.,I think everybody knows it.,Corentin !
CRA_014,"Personnellement, je pense que c'est un suicide, mais je dois vous interroger tous au sujet de la procédure.","I personnaly think it's a suicide, but I have to interogate all of you by regard of the procedure.",Corentin !
CRA_015,Alors faisons vite pour pouvoir boire !,So let's make it quick so we can get to drink !,Corentin !
CRA_016,"Je connais mon compatriote Phil, mais même si cela me dérange, je dois faire mon devoir ici.","I know my fellow Phil, but as much as it bothers me, I must do my duty here.",Corentin !
CRA_017,Que s'est-il passé ici ? J'ai vu Phil courir dans la rue en criant très fort !,What happened here ? I saw Phil run in the streets yelling really loud !,Corentin !
CRA_018,Ne me dis pas que tu as encore essayé de le tuer avec une fourche ?,Don't tell me you tryed to pitchfork him again ?,Corentin !
CRA_019,"Oh mon Dieu Lenny, tu sais que je dois t'amener en prison maintenant...","Oh god Lenny, you know I got to bring you to jail now...",Corentin !
CRA_020,"Je n'ai plus le choix maintenant, tu sais que tu as franchi la ligne.","I don't have no choice now, you know you crossed the line.",Corentin !
CRA_021,J’apprécie un tel dévouement à la loi.,I appreciate such dedication to the law.,Corentin !
CRA_022,"Alors, où étiez-vous au moment du crime, monsieur le nouveau barman ?","So,where were you at the time of the crime mr new barman ?",Corentin !
CRA_023,"Bien sûr, parce que la victime était la dernière barmaid.",Well of course because the victim was the last Barmaid.,Corentin !
CRA_024,"Maintenant que j’y pense, cela rend les événements assez pratiques pour vous.","Now that I think of it, it makes the events pretty convenient for you.",Corentin !
CRA_025,"Eh bien, avec la mort de Kina, l'ancien Barmai, il vous reste la place de devenir le nouveau barman.","Well, with the death of Kina, the previous Barmai, it left you the place to become the new barman.",Corentin !
CRA_026,"Eh bien, je soupçonne fortement la victime elle-même, mais l’éthique m’oblige à évaluer toutes les possibilités.","Well, I strongly suspect the victim herself, but ethics makes me forced to evaluate all possibilities.",Corentin !
CRA_027,C'est vrai Phil ?,Is that so Phil ?,Corentin !
CRA_028,"Bien sûr que je peux, sinon à quoi ça sert d'être flic ?","Well of course I can, what's the point of being a cop otherwise ?",Corentin !
CRA_029,"Je suis désolé mon pote, je ne te connais pas, mais ce crétin, je le connais.","I'm sorry pal, I don't know you, but this jerk, I know him.",Corentin !
CRA_030,"Je suis désolé mon pote, je ne te connais pas, mais ce crétin, je le connais, et il est dangereux quand il boit, crois-moi.","I'm sorry pal, I don't know you, but this jerk, I know him, and he is dangerous when he drinks, trust me.",Corentin !
CRA_031,"Ok, viens ici, espèce de plouc.","Okay, come here redneck boy.",Corentin !
CRA_032,Ce sont des accusations assez fortes que vous lancez ici.,That's some pretty strong accusations you make here.,Corentin !
CRA_033,Qu'est-ce qui vous fait douter de la droiture de Beautiful Phil ?,What makes you question the righteousness of Beautiful Phil ?,Corentin !
CRA_034,"Écoutez les gars, ça devient vraiment trop compliqué, et il est grand temps d'être aussi sobre que je le suis en ce moment.","Listen boys, this is getting waaaay too complicated, and it's way past the time to be as sober as I am right now.",Corentin !
CRA_035,Je vais aller écrire mon rapport sur ce suicide avec une bonne bouteille de champagne au commissariat.,I'm going to go write my report on this suicide with a good bottle of champaign at the police station.,Corentin !
CRA_036,"Ouais ! C'est *rot* vrai ! Elle... Je veux dire, il a tué... ou c'est elle qui l'a fait ?",Yeah ! that's *burp* right ! She... I mean he killed... or was it her who did it ?,Corentin !
CRA_037,"Oh mon Dieu, je suis trop partant pour tout ça...",Oh gosh I'm too down for all this...,Corentin !
